Job ID,Agency,Posting Type,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
376323,DEPT OF DESIGN & CONSTRUCTION,External,Data Analyst GIS,COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,64657,89634,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/It-Network,,,,2018-12-13T00:00:00.000
376323,DEPT OF DESIGN & CONSTRUCTION,Internal,Data Analyst GIS,COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,64657,89634,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/It-Network,,,,2018-12-13T00:00:00.000
376325,DEPT OF HEALTH/MENTAL HYGIENE,External,Human Resources Research & Recuitment Coordinator,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources,F,60403,67485,Annual,421 East 26th Street NY NY,OCME-Admin,,,,2018-12-05T00:00:00.000
376325,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Human Resources Research & Recuitment Coordinator,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources,F,60403,67485,Annual,421 East 26th Street NY NY,OCME-Admin,,,,2018-12-05T00:00:00.000
376347,DEPARTMENT OF CORRECTION,Internal,Senior QA Tester,COMPUTER OPERATIONS MANAGER (S,10074,M1,"Technology, Data & Innovation",F,100000,120000,Annual,75-20 Astoria Blvd,Information Systems-Admin,,,,2018-12-05T00:00:00.000
376347,DEPARTMENT OF CORRECTION,External,Senior QA Tester,COMPUTER OPERATIONS MANAGER (S,10074,M1,"Technology, Data & Innovation",F,100000,120000,Annual,75-20 Astoria Blvd,Information Systems-Admin,,,,2018-12-05T00:00:00.000
376352,DEPT OF INFO TECH & TELECOMM,Internal,Threat Analyst,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,95000,Annual,255 Greenwich Street,Citywide Cybersecurity,,,,2018-12-28T00:00:00.000
376352,DEPT OF INFO TECH & TELECOMM,External,Threat Analyst,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",F,75000,95000,Annual,255 Greenwich Street,Citywide Cybersecurity,,,,2018-12-28T00:00:00.000
376355,DEPT OF YOUTH & COMM DEV SRVS,Internal,Program Manager,CONTRACT SPECIALIST,40561,2,Constituent Services & Community Programs,F,49643,60000,Annual,161 William St  New York N Y,Summ Yout Employ Prog F/T Sta,,,,2019-01-07T00:00:00.000
376355,DEPT OF YOUTH & COMM DEV SRVS,External,Program Manager,CONTRACT SPECIALIST,40561,2,Constituent Services & Community Programs,F,49643,60000,Annual,161 William St  New York N Y,Summ Yout Employ Prog F/T Sta,,,,2019-01-07T00:00:00.000
376356,LAW DEPARTMENT,Internal,Clerical Associate- Appeals,CLERICAL ASSOCIATE,10251,3,Legal Affairs,F,35330,40629,Annual,"100 Church St., N.Y.",Appeals,,,,2018-12-05T00:00:00.000
376356,LAW DEPARTMENT,Internal,Clerical Associate- Appeals,CLERICAL ASSOCIATE,10251,3,Legal Affairs,F,35330,40629,Annual,"100 Church St., N.Y.",Appeals,,,,2018-12-05T00:00:00.000
376363,FINANCIAL INFO SVCS AGENCY,Internal,HELP DESK REPRESENTATIVE,CLERICAL ASSOCIATE,10251,2,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation",F,31893,47515,Annual,5 Manhattan West,Adm/User Support,,,,2018-12-05T00:00:00.000
376365,DEPT OF YOUTH & COMM DEV SRVS,Internal,Senior Program Manager,ASSOCIATE CONTRACT SPECIALIST,40562,0,Constituent Services & Community Programs,F,58440,70000,Annual,161 William St  New York N Y,Summ Yout Employ Prog F/T Sta,,,,2019-01-04T00:00:00.000
376365,DEPT OF YOUTH & COMM DEV SRVS,External,Senior Program Manager,ASSOCIATE CONTRACT SPECIALIST,40562,0,Constituent Services & Community Programs,F,58440,70000,Annual,161 William St  New York N Y,Summ Yout Employ Prog F/T Sta,,,,2019-01-04T00:00:00.000
376378,DEPT OF DESIGN & CONSTRUCTION,Internal,Deputy Director of Prevailing Wages,ADMINISTRATIVE ACCOUNTANT,10001,M1,"Engineering, Architecture, & Planning",F,56990,156829,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Eao-Prev Wages,,,,2018-12-13T00:00:00.000
376378,DEPT OF DESIGN & CONSTRUCTION,External,Deputy Director of Prevailing Wages,ADMINISTRATIVE ACCOUNTANT,10001,M1,"Engineering, Architecture, & Planning",F,56990,156829,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Eao-Prev Wages,,,,2018-12-13T00:00:00.000
376382,DEPT OF YOUTH & COMM DEV SRVS,Internal,Deputy Director of Facilities and Licensing,ADMIN COMMUNITY RELATIONS SPEC,1002F,0,Constituent Services & Community Programs,F,54643,144268,Annual,"2 Lafayette St., N.Y.",SONYC,,,,2018-12-05T00:00:00.000
376426,DEPT OF ENVIRONMENT PROTECTION,Internal,"Chief, Personnel Unit",ADMINISTRATIVE STAFF ANALYST (,1002D,0,Administration & Human Resources,,90000,110000,Annual,96-05 Horace Harding Expway,WT- Reg Complnc & Admin/Persnl,,,,2018-12-10T00:00:00.000
376439,DEPT OF ENVIRONMENT PROTECTION,Internal,HRIS Data Analyst,COMPUTER ASSOC (SOFTWARE),13631,1,"Technology, Data & Innovation",F,65000,80000,Annual,59-17 Junction Blvd Corona Ny,Executive - Org Development,,,,2018-12-10T00:00:00.000
376442,HOUSING PRESERVATION & DVLPMNT,External,Attorney,EXECUTIVE AGENCY COUNSEL,95005,M1,Legal Affairs,F,113600,123600,Annual,100 Gold Street,Landlord Tenant Division,,,,2018-12-05T00:00:00.000
376442,HOUSING PRESERVATION & DVLPMNT,Internal,Attorney,EXECUTIVE AGENCY COUNSEL,95005,M1,Legal Affairs,F,113600,123600,Annual,100 Gold Street,Landlord Tenant Division,,,,2018-12-05T00:00:00.000
376446,HOUSING PRESERVATION & DVLPMNT,Internal,Attorney,AGENCY ATTORNEY,30087,3,Legal Affairs,F,93000,103000,Annual,100 Gold Street,Contracts & Real Estate Divisi,,,,2018-12-05T00:00:00.000
376446,HOUSING PRESERVATION & DVLPMNT,External,Attorney,AGENCY ATTORNEY,30087,3,Legal Affairs,F,93000,103000,Annual,100 Gold Street,Contracts & Real Estate Divisi,,,,2018-12-05T00:00:00.000
376450,DEPARTMENT OF BUSINESS SERV.,Internal,CERTIFICATION INTERN,COLLEGE AIDE (ALL CITY DEPTS),10209,1,Constituent Services & Community Programs,P,13.5,17.9,Hourly,110 William St. N Y,Defo Certification,,,,2018-12-11T00:00:00.000
376450,DEPARTMENT OF BUSINESS SERV.,External,CERTIFICATION INTERN,COLLEGE AIDE (ALL CITY DEPTS),10209,1,Constituent Services & Community Programs,P,13.5,17.9,Hourly,110 William St. N Y,Defo Certification,,,,2018-12-11T00:00:00.000
376453,BOARD OF CORRECTION,Internal,Special Investigator Advisor,CITY RESEARCH SCIENTIST,21744,2,"Administration & Human Resources Policy, Research & Analysis Social Services",,73305,92001,Annual,"1 Centre Street Ny, Ny",Board Staff,,,,2018-12-06T00:00:00.000
376453,BOARD OF CORRECTION,External,Special Investigator Advisor,CITY RESEARCH SCIENTIST,21744,2,"Administration & Human Resources Policy, Research & Analysis Social Services",,73305,92001,Annual,"1 Centre Street Ny, Ny",Board Staff,,,,2018-12-06T00:00:00.000
376490,LAW DEPARTMENT,External,Clerical Associate (PT) - Various Locations,CLERICAL ASSOCIATE,10251,3,Legal Affairs,P,19.3377,31.3279,Hourly,"100 Church St., N.Y.",Operations (Part-Time),,,,2018-12-10T00:00:00.000
376490,LAW DEPARTMENT,Internal,Clerical Associate (PT) - Various Locations,CLERICAL ASSOCIATE,10251,3,Legal Affairs,P,19.3377,31.3279,Hourly,"100 Church St., N.Y.",Operations (Part-Time),,,,2018-12-10T00:00:00.000
376493,DEPT OF INFO TECH & TELECOMM,Internal,Senior Network Architect,CERTIFIED IT ADMINISTRATOR (LA,13652,3,"Technology, Data & Innovation",,89509,126447,Annual,2 Metro Tech,Infra And Tech Arch,,,,2018-12-12T00:00:00.000
376500,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Maintenance Worker,MAINTENANCE WORKER,90698,0,Building Operations & Maintenance,F,27.58,29,Hourly,"455 First Ave., N.Y.",Operations/Labs,,,,2018-12-06T00:00:00.000
376500,DEPT OF HEALTH/MENTAL HYGIENE,External,Maintenance Worker,MAINTENANCE WORKER,90698,0,Building Operations & Maintenance,F,27.58,29,Hourly,"455 First Ave., N.Y.",Operations/Labs,,,,2018-12-06T00:00:00.000
376518,DEPT OF PARKS & RECREATION,Internal,Project Development Coordinator for Forestry Training,COMMUNITY COORDINATOR,56058,0,Building Operations & Maintenance,F,52524,81535,Annual,Flushing Meadow Pk Olmsted Ctr,NOT USED,,,,2019-01-25T00:00:00.000
376518,DEPT OF PARKS & RECREATION,External,Project Development Coordinator for Forestry Training,COMMUNITY COORDINATOR,56058,0,Building Operations & Maintenance,F,52524,81535,Annual,Flushing Meadow Pk Olmsted Ctr,NOT USED,,,,2019-01-25T00:00:00.000
376518,DEPT OF PARKS & RECREATION,Internal,Project Development Coordinator for Forestry Training,COMMUNITY COORDINATOR,56058,0,Building Operations & Maintenance,F,52524,81535,Annual,Flushing Meadow Pk Olmsted Ctr,NOT USED,,,,2019-01-25T00:00:00.000
376535,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Public Health Inspector, Bureau of Child Care",PUBLIC HEALTH SANITARIAN,31215,1,Health,F,44390,51049,Annual,"125 Worth Street, Nyc",Child Care,,,,2018-12-06T00:00:00.000
376535,DEPT OF HEALTH/MENTAL HYGIENE,External,"Public Health Inspector, Bureau of Child Care",PUBLIC HEALTH SANITARIAN,31215,1,Health,F,44390,51049,Annual,"125 Worth Street, Nyc",Child Care,,,,2018-12-06T00:00:00.000
376548,DEPT OF DESIGN & CONSTRUCTION,Internal,Junior Planning and Reporting Analyst,ACCOUNTANT,40510,1,"Finance, Accounting, & Procurement",F,48755,66247,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget,,,,2018-12-07T00:00:00.000
376548,DEPT OF DESIGN & CONSTRUCTION,External,Junior Planning and Reporting Analyst,ACCOUNTANT,40510,1,"Finance, Accounting, & Procurement",F,48755,66247,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget,,,,2018-12-07T00:00:00.000
376554,DEPT OF DESIGN & CONSTRUCTION,External,Junior Capital Budget Analyst,ACCOUNTANT,40510,1,"Finance, Accounting, & Procurement",F,48755,66247,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget-Infra,,,,2018-12-07T00:00:00.000
376554,DEPT OF DESIGN & CONSTRUCTION,Internal,Junior Capital Budget Analyst,ACCOUNTANT,40510,1,"Finance, Accounting, & Procurement",F,48755,66247,Annual,30-30 Thomson Ave L I City Qns,Admin/Budget-Infra,,,,2018-12-07T00:00:00.000
376556,DEPT OF ENVIRONMENT PROTECTION,Internal,"Chief, Personnel Unit",ADM MANAGER-NON-MGRL FRM M1/M2,1002C,0,Administration & Human Resources,F,90000,110000,Annual,96-05 Horace Harding Expway,WT- Reg Complnc & Admin/Persnl,,,,2018-12-10T00:00:00.000
376558,TAXI & LIMOUSINE COMMISSION,External,Deputy Director of Technical Operations,COMMUNITY COORDINATOR,56058,0,"Public Safety, Inspections, & Enforcement",F,64000,75000,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Admin,,,,2018-12-06T00:00:00.000
376558,TAXI & LIMOUSINE COMMISSION,Internal,Deputy Director of Technical Operations,COMMUNITY COORDINATOR,56058,0,"Public Safety, Inspections, & Enforcement",F,64000,75000,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Admin,,,,2018-12-06T00:00:00.000
376566,DEPT OF DESIGN & CONSTRUCTION,External,Civil Engineer Intern,CIVIL ENGINEERING INTERN,20202,0,"Engineering, Architecture, & Planning",F,49916,60447,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-01-17T00:00:00.000
376566,DEPT OF DESIGN & CONSTRUCTION,Internal,Civil Engineer Intern,CIVIL ENGINEERING INTERN,20202,0,"Engineering, Architecture, & Planning",F,49916,60447,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-01-17T00:00:00.000
376573,DEPT OF ENVIRONMENT PROTECTION,Internal,Part-Time Clercial Associate,CLERICAL ASSOCIATE,10251,3,Administration & Human Resources Legal Affairs,P,19.3377,25,Hourly,59-17 Junction Blvd Corona Ny,Counsels Office,,,,2018-12-17T00:00:00.000
376577,DEPT OF DESIGN & CONSTRUCTION,Internal,Senior Project Manager,CONSTRUCTION PROJECT MANAGER,34202,2,"Engineering, Architecture, & Planning",,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Cultural,,,,2018-12-11T00:00:00.000
376577,DEPT OF DESIGN & CONSTRUCTION,External,Senior Project Manager,CONSTRUCTION PROJECT MANAGER,34202,2,"Engineering, Architecture, & Planning",,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Cultural,,,,2018-12-11T00:00:00.000
376588,DEPARTMENT OF CITY PLANNING,Internal,Consolidated Plan/ NYMTC Forecast Coordinator,COMMUNITY COORDINATOR,56058,0,"Constituent Services & Community Programs Engineering, Architecture, & Planning",F,52524,60403,Annual,"120 Broadway, New York, NY",Housing Econ&Infrastructure,,,,2018-12-28T00:00:00.000
376588,DEPARTMENT OF CITY PLANNING,External,Consolidated Plan/ NYMTC Forecast Coordinator,COMMUNITY COORDINATOR,56058,0,"Constituent Services & Community Programs Engineering, Architecture, & Planning",F,52524,60403,Annual,"120 Broadway, New York, NY",Housing Econ&Infrastructure,,,,2018-12-28T00:00:00.000
376596,DEPT OF DESIGN & CONSTRUCTION,External,Contract Manager,PROCUREMENT ANALYST,12158,1,"Finance, Accounting, & Procurement",F,39304,66667,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Prof Contracts,,,,2018-12-07T00:00:00.000
376596,DEPT OF DESIGN & CONSTRUCTION,Internal,Contract Manager,PROCUREMENT ANALYST,12158,1,"Finance, Accounting, & Procurement",F,39304,66667,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Prof Contracts,,,,2018-12-07T00:00:00.000
376600,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Budget Analyst,  Family and Child Health Administration",ECONOMIST,40910,2,Health,F,54382,70200,Annual,42-09 28th Street,FCH Administration,,,,2018-12-11T00:00:00.000
376600,DEPT OF HEALTH/MENTAL HYGIENE,External,"Budget Analyst,  Family and Child Health Administration",ECONOMIST,40910,2,Health,F,54382,70200,Annual,42-09 28th Street,FCH Administration,,,,2018-12-11T00:00:00.000
376603,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Environmental Epidemiologist, Bureau of Environmental Surveillance and Policy",CITY RESEARCH SCIENTIST,21744,3,Health,,82008,102600,Annual,"125 Worth Street, Nyc",Environ Surveillance & Policy,,,,2018-12-11T00:00:00.000
376603,DEPT OF HEALTH/MENTAL HYGIENE,External,"Environmental Epidemiologist, Bureau of Environmental Surveillance and Policy",CITY RESEARCH SCIENTIST,21744,3,Health,,82008,102600,Annual,"125 Worth Street, Nyc",Environ Surveillance & Policy,,,,2018-12-11T00:00:00.000
376610,DEPT OF HEALTH/MENTAL HYGIENE,External,"Special Assistant, Bureau of Primary Care Access & Planning",CITY RESEARCH SCIENTIST,21744,1,"Health Policy, Research & Analysis",,62272,68499,Annual,42-09 28th Street,Primary Care Access & Planning,,,,2018-12-11T00:00:00.000
376610,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Special Assistant, Bureau of Primary Care Access & Planning",CITY RESEARCH SCIENTIST,21744,1,"Health Policy, Research & Analysis",,62272,68499,Annual,42-09 28th Street,Primary Care Access & Planning,,,,2018-12-11T00:00:00.000
376619,DEPT OF DESIGN & CONSTRUCTION,External,"Supervisor, Competitive Sealed Bids",PROCUREMENT ANALYST,12158,3,"Finance, Accounting, & Procurement",F,56981,95782,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Comp Seal Bid Contr,,,,2018-12-13T00:00:00.000
376619,DEPT OF DESIGN & CONSTRUCTION,Internal,"Supervisor, Competitive Sealed Bids",PROCUREMENT ANALYST,12158,3,"Finance, Accounting, & Procurement",F,56981,95782,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Comp Seal Bid Contr,,,,2018-12-13T00:00:00.000
376620,DEPT OF DESIGN & CONSTRUCTION,External,Enviromental Assessment Coordinator,ASSOCIATE PROJECT MANAGER,22427,1,"Engineering, Architecture, & Planning",F,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2018-12-14T00:00:00.000
376620,DEPT OF DESIGN & CONSTRUCTION,Internal,Enviromental Assessment Coordinator,ASSOCIATE PROJECT MANAGER,22427,1,"Engineering, Architecture, & Planning",F,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2018-12-14T00:00:00.000
376623,DEPT OF DESIGN & CONSTRUCTION,External,Project Administrator,ASSOCIATE PROJECT MANAGER,22427,2,"Engineering, Architecture, & Planning",F,72476,106222,Annual,30-30 Thomson Ave L I City Qns,Infra-PrgrmAdmn/BK/Mnhtn/Ctyd,,,,2018-12-10T00:00:00.000
376623,DEPT OF DESIGN & CONSTRUCTION,Internal,Project Administrator,ASSOCIATE PROJECT MANAGER,22427,2,"Engineering, Architecture, & Planning",F,72476,106222,Annual,30-30 Thomson Ave L I City Qns,Infra-PrgrmAdmn/BK/Mnhtn/Ctyd,,,,2018-12-10T00:00:00.000
376634,NYC HOUSING AUTHORITY,Internal,Deputy Director of Special Projects,DEPUTY DIRECTOR OF MANAGEMENT,80275,M3,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,90000,100000,Annual,Office Of The Chair,Office of the Chair,,,,2019-02-07T00:00:00.000
376634,NYC HOUSING AUTHORITY,External,Deputy Director of Special Projects,DEPUTY DIRECTOR OF MANAGEMENT,80275,M3,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,90000,100000,Annual,Office Of The Chair,Office of the Chair,,,,2019-02-07T00:00:00.000
376640,DEPT OF DESIGN & CONSTRUCTION,External,Assistant Landscape Architect,ASSISTANT LANDSCAPE ARCHITECT,21310,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-01-04T00:00:00.000
376640,DEPT OF DESIGN & CONSTRUCTION,Internal,Assistant Landscape Architect,ASSISTANT LANDSCAPE ARCHITECT,21310,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-01-04T00:00:00.000
376641,DEPT OF HEALTH/MENTAL HYGIENE,External,"Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory/Microbiology",ASSOCIATE LABORATORY MICROBIOL,21514,1,Health,F,59394,65455.56,Annual,"455 First Ave., N.Y.",Microbiology,,,,2018-12-11T00:00:00.000
376641,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Associate Laboratory Microbiologist, Bureau of the Public Health Laboratory/Microbiology",ASSOCIATE LABORATORY MICROBIOL,21514,1,Health,F,59394,65455.56,Annual,"455 First Ave., N.Y.",Microbiology,,,,2018-12-11T00:00:00.000
376646,DEPT OF DESIGN & CONSTRUCTION,External,Engineer-In-Charge,CIVIL ENGINEER,20215,2,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-CM2-SQns/SEQns Initiativ,,,,2018-12-12T00:00:00.000
376646,DEPT OF DESIGN & CONSTRUCTION,Internal,Engineer-In-Charge,CIVIL ENGINEER,20215,2,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-CM2-SQns/SEQns Initiativ,,,,2018-12-12T00:00:00.000
376652,DEPT OF ENVIRONMENT PROTECTION,External,Project Manager,CITY RESEARCH SCIENTIST,21744,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,62272,75349,Annual,59-17 Junction Blvd Corona Ny,Environmental Planning Support,,,,2018-12-10T00:00:00.000
376652,DEPT OF ENVIRONMENT PROTECTION,Internal,Project Manager,CITY RESEARCH SCIENTIST,21744,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,62272,75349,Annual,59-17 Junction Blvd Corona Ny,Environmental Planning Support,,,,2018-12-10T00:00:00.000
376658,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Laboratory Microbiologist, Bureau of Public Health Laboratory/Virology/Immunology",LABORATORY MICROBIOLOGIST,21513,2,Health,F,52902,56690,Annual,"455 First Ave., N.Y.",Virology/Immunology,,,,2018-12-11T00:00:00.000
376658,DEPT OF HEALTH/MENTAL HYGIENE,External,"Laboratory Microbiologist, Bureau of Public Health Laboratory/Virology/Immunology",LABORATORY MICROBIOLOGIST,21513,2,Health,F,52902,56690,Annual,"455 First Ave., N.Y.",Virology/Immunology,,,,2018-12-11T00:00:00.000
376668,DEPT OF ENVIRONMENT PROTECTION,Internal,Procurement Specialist,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2019-01-08T00:00:00.000
376668,DEPT OF ENVIRONMENT PROTECTION,External,Procurement Specialist,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,49390,71794,Annual,96-05 Horace Harding Expway,Capital Program Unit,,,,2019-01-08T00:00:00.000
376675,DEPT OF DESIGN & CONSTRUCTION,External,Engineer-In-Charge,CIVIL ENGINEER,20215,2,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-Const-Various,,,,2018-12-12T00:00:00.000
376675,DEPT OF DESIGN & CONSTRUCTION,Internal,Engineer-In-Charge,CIVIL ENGINEER,20215,2,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-Const-Various,,,,2018-12-12T00:00:00.000
376682,FINANCIAL INFO SVCS AGENCY,Internal,LINUX SYSTEMS ADMINISTRATOR,IT INFRASTRUCTURE ENGINEER,95714,0,"Technology, Data & Innovation",F,75000,130000,Annual,5 Manhattan West,OPS/Operations Support,,,,2018-12-07T00:00:00.000
376682,FINANCIAL INFO SVCS AGENCY,External,LINUX SYSTEMS ADMINISTRATOR,IT INFRASTRUCTURE ENGINEER,95714,0,"Technology, Data & Innovation",F,75000,130000,Annual,5 Manhattan West,OPS/Operations Support,,,,2018-12-07T00:00:00.000
376717,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Manager of IT Infrastructure and Security,COMPUTER SYSTEMS MANAGER,10050,M2,"Technology, Data & Innovation",F,135000,135000,Annual,421 East 26th Street NY NY,OCME-Admin,,,,2018-12-07T00:00:00.000
376717,DEPT OF HEALTH/MENTAL HYGIENE,External,Manager of IT Infrastructure and Security,COMPUTER SYSTEMS MANAGER,10050,M2,"Technology, Data & Innovation",F,135000,135000,Annual,421 East 26th Street NY NY,OCME-Admin,,,,2018-12-07T00:00:00.000
376740,DEPARTMENT OF BUSINESS SERV.,External,"EXECUTIVE DIRECTOR, PROGRAM FINANCE & OPERATIONS",ADMINISTRATIVE BUSINESS PROMOT,10009,M4,Constituent Services & Community Programs,F,78574,100000,Annual,110 William St. N Y,Neighborhood Development,,,,2018-12-11T00:00:00.000
376740,DEPARTMENT OF BUSINESS SERV.,Internal,"EXECUTIVE DIRECTOR, PROGRAM FINANCE & OPERATIONS",ADMINISTRATIVE BUSINESS PROMOT,10009,M4,Constituent Services & Community Programs,F,78574,100000,Annual,110 William St. N Y,Neighborhood Development,,,,2018-12-11T00:00:00.000
376800,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"College Aide, Bureau of the Public Health Laboratory",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Virology/Immunology,,,,2018-12-11T00:00:00.000
376800,DEPT OF HEALTH/MENTAL HYGIENE,External,"College Aide, Bureau of the Public Health Laboratory",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Virology/Immunology,,,,2018-12-11T00:00:00.000
376819,ADMIN TRIALS AND HEARINGS,External,Information Representative,COMMUNITY ASSISTANT,56056,0,Administration & Human Resources,F,31573,40962,Annual,"31-00 47 Ave, 3 FL, LIC NY",Clerk's Office QN,,,,2019-01-08T00:00:00.000
376819,ADMIN TRIALS AND HEARINGS,Internal,Information Representative,COMMUNITY ASSISTANT,56056,0,Administration & Human Resources,F,31573,40962,Annual,"31-00 47 Ave, 3 FL, LIC NY",Clerk's Office QN,,,,2019-01-08T00:00:00.000
376828,OFFICE OF EMERGENCY MANAGEMENT,External,"DEPUTY DIRECTOR, COMMUNITY PREPAREDNESS",EMERGENCY PREPAREDNESS MANAGER,6765,0,Constituent Services & Community Programs,F,83500,83500,Annual,165 Cadman Plaza East,External Affairs,,,,2019-01-09T00:00:00.000
376828,OFFICE OF EMERGENCY MANAGEMENT,Internal,"DEPUTY DIRECTOR, COMMUNITY PREPAREDNESS",EMERGENCY PREPAREDNESS MANAGER,6765,0,Constituent Services & Community Programs,F,83500,83500,Annual,165 Cadman Plaza East,External Affairs,,,,2019-01-09T00:00:00.000
376831,DEPT OF HEALTH/MENTAL HYGIENE,External,"Director of Program Compliance and Performance Management,  Bureau of Childcare",ADMINISTRATIVE CONSULTANT (EAR,10014,M1,Health,F,56990,120000,Annual,"125 Worth Street, Nyc",Child Care,,,,2018-12-11T00:00:00.000
376831,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Director of Program Compliance and Performance Management,  Bureau of Childcare",ADMINISTRATIVE CONSULTANT (EAR,10014,M1,Health,F,56990,120000,Annual,"125 Worth Street, Nyc",Child Care,,,,2018-12-11T00:00:00.000
376836,DEPT OF HEALTH/MENTAL HYGIENE,External,"Senior Early Childhood Education Consultant, Bureau of Childcare",CONSULTANT (EARLY CHILDHOOD ED,51611,2,Health,F,69300,82526.04,Annual,Not Used,Child Care,,,,2018-12-11T00:00:00.000
376836,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Senior Early Childhood Education Consultant, Bureau of Childcare",CONSULTANT (EARLY CHILDHOOD ED,51611,2,Health,F,69300,82526.04,Annual,Not Used,Child Care,,,,2018-12-11T00:00:00.000
376845,CONSUMER AFFAIRS,Internal,Press Secretary,COMMUNITY COORDINATOR,56058,0,Communications & Intergovernmental Affairs,F,52524,80000,Annual,"42 Broadway, N.Y.",Communications & Marketing,,,,2018-12-10T00:00:00.000
376845,CONSUMER AFFAIRS,External,Press Secretary,COMMUNITY COORDINATOR,56058,0,Communications & Intergovernmental Affairs,F,52524,80000,Annual,"42 Broadway, N.Y.",Communications & Marketing,,,,2018-12-10T00:00:00.000
376846,DEPT OF CITYWIDE ADMIN SVCS,External,Senior Project Manager,ARCHITECT,21215,2,"Engineering, Architecture, & Planning",F,90000,100000,Annual,"1 Centre St., N.Y.",Real Est/Portfolio Plng & Mgmt,,,,2019-01-08T00:00:00.000
376846,DEPT OF CITYWIDE ADMIN SVCS,Internal,Senior Project Manager,ARCHITECT,21215,2,"Engineering, Architecture, & Planning",F,90000,100000,Annual,"1 Centre St., N.Y.",Real Est/Portfolio Plng & Mgmt,,,,2019-01-08T00:00:00.000
